"","Triad","Narration","Listener","OldOrNew","Transcript","Audience","Hedges","Rising Intonation","ID"
"3128",19,3,2,"New","like blow up and then say YIPE",NA,"like",NA,"19-3-2-New"
"3129",19,3,2,"New","afterwards when the fall back down","ah okay and that’s it",NA,NA,"19-3-2-New"
"3130",19,3,2,"New","yeah",NA,NA,NA,"19-3-2-New"
"3131",2,1,1,"New","so the cartoon that I saw was about the roadrunner ?",NA,NA,"?","2-1-1-New"
"3132",2,1,1,"New","do you know the roadrunner’s ?","mm-hmm",NA,NA,"2-1-1-New"
"3133",2,1,1,"New","it’s like a big chicken thing ?","mm-hmm","like, thing","?","2-1-1-New"
"3134",2,1,1,"New","okay and the coyote?","mm-hmm",NA,"?","2-1-1-New"
"3135",2,1,1,"New","and the coyote always wants to get the roadrunner",NA,NA,NA,"2-1-1-New"
"3136",2,1,1,"New","like he’s determined to get him",NA,"like",NA,"2-1-1-New"
"3137",2,1,1,"New","so in the first scene they’re like",NA,"like",NA,"2-1-1-New"
"3138",2,1,1,"New","the coyote is chasing the roadrunner",NA,NA,NA,"2-1-1-New"
"3139",2,1,1,"New","with a knife and a fork",NA,NA,NA,"2-1-1-New"
"3140",2,1,1,"New","‘cause I guess he like wants to eat him or something",NA,"I guess, like, or something",NA,"2-1-1-New"
"3141",2,1,1,"New","but thee roadrunner outruns him",NA,NA,NA,"2-1-1-New"
"3142",2,1,1,"New","so he’s like really frustrated that he can’t catch him","mm-hmm","like",NA,"2-1-1-New"
"3143",2,1,1,"New","so he like devises this scheme where",NA,"like",NA,"2-1-1-New"
"3144",2,1,1,"New","he hooks up like a punching glove to a boulder ?",NA,"like","?","2-1-1-New"
"3145",2,1,1,"New","and he like rigs it",NA,"like",NA,"2-1-1-New"
"3146",2,1,1,"New","so that as the roadrunner runs past","mm-hmm",NA,NA,"2-1-1-New"
"3147",2,1,1,"New","the boxing glove is going to like spring out and like punch him I guess ?","okay","like, like, I guess","?","2-1-1-New"
"3148",2,1,1,"New","but it go it goes out all wrong",NA,NA,NA,"2-1-1-New"
"3149",2,1,1,"New","and it ends up with",NA,NA,NA,"2-1-1-New"
"3150",2,1,1,"New","the coyote getting like smooshed by the boulder",NA,"like",NA,"2-1-1-New"
"3151",2,1,1,"New","and getting punched in the face himself",NA,NA,NA,"2-1-1-New"
"3152",2,1,1,"New","so that idea doesn’t work",NA,NA,NA,"2-1-1-New"
"3153",2,1,1,"New","so then he comes up with an idea that",NA,NA,NA,"2-1-1-New"
"3154",2,1,1,"New","he connects a tightrope between two cliffs ?","mm-hmm",NA,"?","2-1-1-New"
"3155",2,1,1,"New","and he walks out on it with an anvil ?",NA,NA,"?","2-1-1-New"
"3156",2,1,1,"New","like a really heavy block or whatever ?","mm-hmm","like, or whatever","?","2-1-1-New"
"3157",2,1,1,"New","so that weighs down the tightrope so","and this is between two cliffs",NA,NA,"2-1-1-New"
"3158",2,1,1,"New","yeah so then he walks out on the tightrope with an anvil",NA,NA,NA,"2-1-1-New"
"3159",2,1,1,"New","and because of the weight of the anvil",NA,NA,NA,"2-1-1-New"
"3160",2,1,1,"New","it drops into the middle of the road","mm-hmm",NA,NA,"2-1-1-New"
"3161",2,1,1,"New","and I gue I don’t know what he’s plan is",NA,"I gue, I don't know",NA,"2-1-1-New"
"3162",2,1,1,"New","I guess to like shoot the roadrunner up in the air or something?","okay","I guess, like, or something","?","2-1-1-New"
"3163",2,1,1,"New","so like he will step on the tightrope and it will spring back up ?",NA,"like","?","2-1-1-New"
"3164",2,1,1,"New","but it doesn’t work again","uh-huh",NA,NA,"2-1-1-New"
"3165",2,1,1,"New","and he gets like flung in the air",NA,"like",NA,"2-1-1-New"
"3166",2,1,1,"New","and then his parachute doesn’t work","okay",NA,NA,"2-1-1-New"
"3167",2,1,1,"New","so he like takes aspirin",NA,"like",NA,"2-1-1-New"
"3168",2,1,1,"New","and like I guess he dies or whatever",NA,"like, I guess, or whatever",NA,"2-1-1-New"
"3169",2,1,1,"New","he like crashes to the ground","uh-huh","like",NA,"2-1-1-New"
"3170",2,1,1,"New","and then","and that’s also part of the cartoon that he dies?",NA,"?","2-1-1-New"
"3171",2,1,1,"New","I don’t know he just like falls and like",NA,"I don't know, just, like, like",NA,"2-1-1-New"
"3172",2,1,1,"New","and then like",NA,"like",NA,"2-1-1-New"
"3173",2,1,1,"New","and then it switches to another scene where",NA,NA,NA,"2-1-1-New"
"3174",2,1,1,"New","he’s chasing the roadrunner again in like an old mine","mm-hmm","like",NA,"2-1-1-New"
"3175",2,1,1,"New","and they’re chasing each other in the dark",NA,NA,NA,"2-1-1-New"
"3176",2,1,1,"New","and they have their mining hats on","mm-hmm",NA,NA,"2-1-1-New"
"3177",2,1,1,"New","and they each have a different light",NA,NA,NA,"2-1-1-New"
"3178",2,1,1,"New","and you just see the lights like chasing each other around in the dark","mm-hmm mm-hmm","like",NA,"2-1-1-New"
"3179",2,1,1,"New","and then it ends with",NA,NA,NA,"2-1-1-New"
"3180",2,1,1,"New","the coyote like lighting a match",NA,"like",NA,"2-1-1-New"
"3181",2,1,1,"New","and he’s surrounded by dynamite which he doesn’t realize",NA,NA,NA,"2-1-1-New"
"3182",2,1,1,"New","and when he lights the match",NA,NA,NA,"2-1-1-New"
"3183",2,1,1,"New","the whole thing explodes ?",NA,NA,"?","2-1-1-New"
"3184",2,1,1,"New","and that’s pretty much the end of the cartoon","okay",NA,NA,"2-1-1-New"
"3185",2,2,2,"New","okay so the cartoon is about the roadrunner and the coyote",NA,NA,NA,"2-2-2-New"
"3186",2,2,2,"New","do you know that one ?","yeah","like",NA,"2-2-2-New"
"3187",2,2,2,"New","okay so the coyote is like chasing he roadrunner",NA,NA,NA,"2-2-2-New"
"3188",2,2,2,"New","and he wants to eat him",NA,"like",NA,"2-2-2-New"
"3189",2,2,2,"New","’cause like he has a knife and a fork",NA,NA,NA,"2-2-2-New"
"3190",2,2,2,"New","and he doesn’t get the roadrunner",NA,NA,NA,"2-2-2-New"
"3191",2,2,2,"New","and he gets really frustrated",NA,"like",NA,"2-2-2-New"
"3192",2,2,2,"New","and he like thinks up a plot to get him",NA,NA,NA,"2-2-2-New"
"3193",2,2,2,"New","and the first plot that he thinks of is that",NA,"like, like",NA,"2-2-2-New"
"3194",2,2,2,"New","he rigs like a a punching no like a fist",NA,"like",NA,"2-2-2-New"
"3195",2,2,2,"New","like a punching glove",NA,"like",NA,"2-2-2-New"
"3196",2,2,2,"New","so that it will like spring out of a boulder",NA,"like",NA,"2-2-2-New"
"3197",2,2,2,"New","as the roadrunner is going by",NA,NA,NA,"2-2-2-New"
"3198",2,2,2,"New","and I guesslike punch him ?",NA,"I guess, like","?","2-2-2-New"
"3199",2,2,2,"New","but something goes wrong and",NA,NA,NA,"2-2-2-New"
"3200",2,2,2,"New","the coyote ends up getting smooshed by the boulder",NA,NA,NA,"2-2-2-New"
"3201",2,2,2,"New","and gets punched in the face by like his own contraption ?",NA,"like","?","2-2-2-New"
"3202",2,2,2,"New","so that doesn’t work",NA,NA,NA,"2-2-2-New"
"3203",2,2,2,"New","so then he decides that that he’s",NA,NA,NA,"2-2-2-New"
"3204",2,2,2,"New","he’s going to take a tightrope",NA,NA,NA,"2-2-2-New"
"3205",2,2,2,"New","and like fix it between two cliffs",NA,"like",NA,"2-2-2-New"
"3206",2,2,2,"New","so there’s a tightrope connecting two cliffs",NA,NA,NA,"2-2-2-New"
"3207",2,2,2,"New","and he’s going to take an anvil",NA,NA,NA,"2-2-2-New"
"3208",2,2,2,"New","like a really like heavy block ?",NA,"like, like","?","2-2-2-New"
"3209",2,2,2,"New","and he’s gonna walk out on it",NA,NA,NA,"2-2-2-New"
"3210",2,2,2,"New","and because of the weight",NA,NA,NA,"2-2-2-New"
"3211",2,2,2,"New","the tightrope is going to dip down to the middle of the ground below",NA,NA,NA,"2-2-2-New"
"3212",2,2,2,"New","where the roadrunner would be running ?",NA,NA,"?","2-2-2-New"
"3213",2,2,2,"New","so I guess he figures that the roadrunner is gonna step on the tightrope",NA,"I guess",NA,"2-2-2-New"
"3214",2,2,2,"New","and it will spring back up and like fling him in the air",NA,"like",NA,"2-2-2-New"
"3215",2,2,2,"New","but it doesn’t work out obviously",NA,NA,NA,"2-2-2-New"
"3216",2,2,2,"New","so what happens is like the coyote ends up getting flung in the air",NA,"like",NA,"2-2-2-New"
"3217",2,2,2,"New","and while he’s like up in the air",NA,"like",NA,"2-2-2-New"
"3218",2,2,2,"New","he doesn’t like have a parachute in his little backpack",NA,"like",NA,"2-2-2-New"
"3219",2,2,2,"New","so he like falls to the ground",NA,"like",NA,"2-2-2-New"
"3220",2,2,2,"New","and I don’t know I guess he doesn’t die",NA,"I don't know, I guess",NA,"2-2-2-New"
"3221",2,2,2,"New","but so then they are in like a mine field ?",NA,"like","?","2-2-2-New"
"3222",2,2,2,"New","like you know with mining hats and everything",NA,"like, you know",NA,"2-2-2-New"
"3223",2,2,2,"New","and the coyote is chasing the roadrunner around in the dark ?",NA,NA,NA,"2-2-2-New"
"3224",2,2,2,"New","and they have like little lights on their hats ?",NA,"like","?","2-2-2-New"
"3225",2,2,2,"New","so all you see is the different color lights",NA,NA,NA,"2-2-2-New"
"3226",2,2,2,"New","chasing each other in the different tunnels ?",NA,NA,"?","2-2-2-New"
"3227",2,2,2,"New","and it ends with the coyote like lighting a match",NA,"like",NA,"2-2-2-New"
"3228",2,2,2,"New","and he’s surrounded by dynamite ?",NA,NA,"?","2-2-2-New"
"3229",2,2,2,"New","and he doesn’t know that",NA,NA,NA,"2-2-2-New"
"3230",2,2,2,"New","but he ends up exploding like the whole mine field",NA,"like",NA,"2-2-2-New"
"3231",2,2,2,"New","and it says like YIKES up on top",NA,"like",NA,"2-2-2-New"
"3232",2,2,2,"New","and that’s the end",NA,NA,NA,"2-2-2-New"
"3233",2,3,1,"Old","so the cartoon involves the roadrunner and the coyote",NA,NA,NA,"2-3-1-Old"
"3234",2,3,1,"Old","and the coyote is always trying to get the roadrunner",NA,NA,NA,"2-3-1-Old"
"3235",2,3,1,"Old","but the roadrunner’s too fast",NA,NA,NA,"2-3-1-Old"
"3236",2,3,1,"Old","so in the first scene it’s the coyote chasing the roadrunner",NA,NA,NA,"2-3-1-Old"
"3237",2,3,1,"Old","and he wants to eat him",NA,NA,NA,"2-3-1-Old"
"3238",2,3,1,"Old","he has like a knife and a fork",NA,"like",NA,"2-3-1-Old"
"3239",2,3,1,"Old","I guess yeah he wants you know to eat him",NA,"I guess, you know",NA,"2-3-1-Old"
"3240",2,3,1,"Old","but the roadrunner outruns him",NA,NA,NA,"2-3-1-Old"
"3241",2,3,1,"Old","so he ends up getting really frustrated",NA,NA,NA,"2-3-1-Old"
"3242",2,3,1,"Old","and he like devises these different like plots",NA,"like, like",NA,"2-3-1-Old"
"3243",2,3,1,"Old","for how he’s gonna trap the roadrunner ?",NA,NA,"?","2-3-1-Old"
"3244",2,3,1,"Old","and the first one he comes up with is that",NA,NA,NA,"2-3-1-Old"
"3245",2,3,1,"Old","he somehow attaches like a boxing glove on a spring to a boulder ?",NA,"like","?","2-3-1-Old"
"3246",2,3,1,"Old","and he rigs it up",NA,NA,NA,"2-3-1-Old"
"3247",2,3,1,"Old","so that when the roadrunner runs past he’ll release the boxing glove",NA,NA,NA,"2-3-1-Old"
"3248",2,3,1,"Old","and the spring will like punch him the roadrunner ?",NA,"like","?","2-3-1-Old"
"3249",2,3,1,"Old","but it doesn’t end it doesn’t work and whatever and ends up that",NA,"and whatever",NA,"2-3-1-Old"
"3250",2,3,1,"Old","the coyote gets smooshed by the boulder",NA,NA,NA,"2-3-1-Old"
"3251",2,3,1,"Old","and he gets punched in the face",NA,NA,NA,"2-3-1-Old"
"3252",2,3,1,"Old","so the roadrunner gets away",NA,NA,NA,"2-3-1-Old"
"3253",2,3,1,"Old","so his second plot is that",NA,NA,NA,"2-3-1-Old"
"3254",2,3,1,"Old","he devises a tightrope ? between two cliffs",NA,NA,"?","2-3-1-Old"
"3255",2,3,1,"Old","and he takes an anvil",NA,NA,NA,"2-3-1-Old"
"3256",2,3,1,"Old","and he walks out on the tightrope",NA,NA,NA,"2-3-1-Old"
"3257",2,3,1,"Old","so that the weight of the anvil will like lower the tightrope ?",NA,"like","?","2-3-1-Old"
"3258",2,3,1,"Old","so that when the roadrunner steps on it",NA,NA,NA,"2-3-1-Old"
"3259",2,3,1,"Old","when he’s on the road below",NA,NA,NA,"2-3-1-Old"
"3260",2,3,1,"Old","then he’ll like fling up in the air",NA,"like",NA,"2-3-1-Old"
"3261",2,3,1,"Old","but it doesn’t work",NA,NA,NA,"2-3-1-Old"
"3262",2,3,1,"Old","and the coyote gets thrown up in the air",NA,NA,NA,"2-3-1-Old"
"3263",2,3,1,"Old","and there’s no parachute in his little backpack ? to save him ?",NA,NA,"?, ?","2-3-1-Old"
"3264",2,3,1,"Old","so he like falls to the ground and I guess he dies or whatever",NA,"like, I guess, or whatever",NA,"2-3-1-Old"
"3265",2,3,1,"Old","and then it switches to them chasing each other in like a mine field ?",NA,"like, I guess, or whatever","?","2-3-1-Old"
"3266",2,3,1,"Old","but it’s underground ?","mm-hmm",NA,"?","2-3-1-Old"
"3267",2,3,1,"Old","okay",NA,NA,NA,"2-3-1-Old"
"3268",2,3,1,"Old","so they’re wearing their little hats with the lights on it",NA,NA,NA,"2-3-1-Old"
"3269",2,3,1,"Old","so all you see is the little lights like chasing each other in the tunnels ?",NA,"like","?","2-3-1-Old"
"3270",2,3,1,"Old","and it finally ends with the coyote like lighting a match",NA,"like",NA,"2-3-1-Old"
"3271",2,3,1,"Old","and it lights up all the dynamite around him",NA,NA,NA,"2-3-1-Old"
"3272",2,3,1,"Old","that he doesn’t know that it’s there",NA,NA,NA,"2-3-1-Old"
"3273",2,3,1,"Old","and he ends up exploding the whole mine field",NA,NA,NA,"2-3-1-Old"
"3274",2,3,1,"Old","and that’s the end of the cartoon",NA,NA,NA,"2-3-1-Old"
"3275",20,1,1,"New","okay um it was uh the roadrunner and the coyote",NA,NA,NA,"20-1-1-New"
"3276",20,1,1,"New","uh cartoon",NA,NA,NA,"20-1-1-New"
"3277",20,1,1,"New","and uh the uh",NA,NA,NA,"20-1-1-New"
"3278",20,1,1,"New","it began with the coyote chasing the the roadrunner",NA,NA,NA,"20-1-1-New"
"3279",20,1,1,"New","and um he was",NA,NA,NA,"20-1-1-New"
"3280",20,1,1,"New","the coyote was um carrying a knife and a fork",NA,NA,NA,"20-1-1-New"
"3281",20,1,1,"New","and um trying to get him",NA,NA,NA,"20-1-1-New"
"3282",20,1,1,"New","with the knife and fork",NA,NA,NA,"20-1-1-New"
"3283",20,1,1,"New","and uh he kept missing him",NA,NA,NA,"20-1-1-New"
"3284",20,1,1,"New","and the roadrunner got away",NA,NA,NA,"20-1-1-New"
"3285",20,1,1,"New","and and then um",NA,NA,NA,"20-1-1-New"
"3286",20,1,1,"New","then then",NA,NA,NA,"20-1-1-New"
"3287",20,1,1,"New","in the next scene",NA,NA,NA,"20-1-1-New"
"3288",20,1,1,"New","thee uh coyote tried to surprise him",NA,NA,NA,"20-1-1-New"
"3289",20,1,1,"New","tried to surprise the roadrunner",NA,NA,NA,"20-1-1-New"
"3290",20,1,1,"New","with this um",NA,NA,NA,"20-1-1-New"
"3291",20,1,1,"New","like s spring loaded uh fist",NA,NA,"like","20-1-1-New"
"3292",20,1,1,"New","that he was gonna um",NA,NA,NA,"20-1-1-New"
"3293",20,1,1,"New","have hit him as the roadrunner run past",NA,NA,NA,"20-1-1-New"
"3294",20,1,1,"New","but before the roadrunner even got there",NA,NA,NA,"20-1-1-New"
"3295",20,1,1,"New","it ended up um backfiring on him",NA,NA,NA,"20-1-1-New"
"3296",20,1,1,"New","and hitting him himself with thee uh fist",NA,NA,NA,"20-1-1-New"
"3297",20,1,1,"New","and the rock that the first was attached to",NA,NA,NA,"20-1-1-New"
"3298",20,1,1,"New","um so then he tried to surprise him again",NA,NA,NA,"20-1-1-New"
"3299",20,1,1,"New","in the next scene with something else",NA,NA,NA,"20-1-1-New"
"3300",20,1,1,"New","uh this time he was uh up above him",NA,NA,NA,"20-1-1-New"
"3301",20,1,1,"New","and uh had a uh heavy anvil ?",NA,NA,NA,"20-1-1-New"
"3302",20,1,1,"New","and he was walking on a tight rope",NA,NA,NA,"20-1-1-New"
"3303",20,1,1,"New","and I guess he was gonna drop it on him",NA,NA,"I guess","20-1-1-New"
"3304",20,1,1,"New","but before he could drop it on him",NA,NA,NA,"20-1-1-New"
"3305",20,1,1,"New","th the weight the anvil made thee uh",NA,NA,NA,"20-1-1-New"
"3306",20,1,1,"New","tightrope drop all the way down to the bottom",NA,NA,NA,"20-1-1-New"
"3307",20,1,1,"New","of the ground",NA,NA,NA,"20-1-1-New"
"3308",20,1,1,"New","and um then once he saw that",NA,NA,NA,"20-1-1-New"
"3309",20,1,1,"New","that wasn’t gonna be any good",NA,NA,NA,"20-1-1-New"
"3310",20,1,1,"New","uh the coyote um just threw the anvil to the side",NA,NA,NA,"20-1-1-New"
"3311",20,1,1,"New","but then that made him shoot all the way up into the sky",NA,NA,NA,"20-1-1-New"
"3312",20,1,1,"New","um and then he took some pain pills",NA,NA,NA,"20-1-1-New"
"3313",20,1,1,"New","for his way down",NA,NA,NA,"20-1-1-New"
"3314",20,1,1,"New","um and then uh in the",NA,NA,NA,"20-1-1-New"
"3315",20,1,1,"New","the last scene involved",NA,NA,NA,"20-1-1-New"
"3316",20,1,1,"New","thee uh coyote chasing the um roadrunner",NA,NA,NA,"20-1-1-New"
"3317",20,1,1,"New","into a uh mine",NA,NA,NA,"20-1-1-New"
"3318",20,1,1,"New","aand uh the the mine eventually split",NA,NA,NA,"20-1-1-New"
"3319",20,1,1,"New","into two two ways",NA,NA,NA,"20-1-1-New"
"3320",20,1,1,"New","and the coyote thee roadrunner went one way",NA,NA,NA,"20-1-1-New"
"3321",20,1,1,"New","and the coyote went the other way",NA,NA,NA,"20-1-1-New"
"3322",20,1,1,"New","and uh once the coyote saw that",NA,NA,NA,"20-1-1-New"
"3323",20,1,1,"New","the uh roadrunner wasn’t there",NA,NA,NA,"20-1-1-New"
"3324",20,1,1,"New","he lit a ma match",NA,NA,NA,"20-1-1-New"
"3325",20,1,1,"New","’cause it was very dark",NA,NA,NA,"20-1-1-New"
"3326",20,1,1,"New","and he wanted to see where he he was",NA,NA,NA,"20-1-1-New"
"3327",20,1,1,"New","but then he realized that there was um dynamite",NA,NA,NA,"20-1-1-New"
"3328",20,1,1,"New","all around T TNT",NA,NA,NA,"20-1-1-New"
"3329",20,1,1,"New","and then that blew up",NA,NA,NA,"20-1-1-New"
"3330",20,1,1,"New","and at the end um",NA,NA,NA,"20-1-1-New"
"3331",20,1,1,"New","the smoke f that came up spelled YIPIE",NA,NA,NA,"20-1-1-New"
"3332",20,1,1,"New","and that was that’s that’s it",NA,NA,NA,"20-1-1-New"
"3333",20,2,2,"New","alright um okay uh",NA,NA,NA,"20-2-2-New"
"3334",20,2,2,"New","it was thee uh r roadrunner and coyote cartoon","mm-hmm",NA,NA,"20-2-2-New"
"3335",20,2,2,"New","and uh in this one uh",NA,NA,NA,"20-2-2-New"
"3336",20,2,2,"New","the coyote was chasing the roadrunner",NA,NA,NA,"20-2-2-New"
"3337",20,2,2,"New","with uh aa fork and knife","mm-hmm",NA,NA,"20-2-2-New"
"3338",20,2,2,"New","and trying to get him with it",NA,NA,NA,"20-2-2-New"
"3339",20,2,2,"New","and he kept missing him",NA,NA,NA,"20-2-2-New"
"3340",20,2,2,"New","um so then in the second scene",NA,NA,NA,"20-2-2-New"
"3341",20,2,2,"New","he tried too surprise him",NA,NA,NA,"20-2-2-New"
"3342",20,2,2,"New","with um this uh like spring-loaded fist",NA,"like",NA,"20-2-2-New"
"3343",20,2,2,"New","that that he had uhr",NA,NA,NA,"20-2-2-New"
"3344",20,2,2,"New","waiting for him to come around the corner",NA,NA,NA,"20-2-2-New"
"3345",20,2,2,"New","but before he could",NA,NA,NA,"20-2-2-New"
"3346",20,2,2,"New","before the roadrunner even came around the corner",NA,NA,NA,"20-2-2-New"
"3347",20,2,2,"New","thee um thing that he rigged up",NA,NA,NA,"20-2-2-New"
"3348",20,2,2,"New","ended up um going off on him",NA,NA,NA,"20-2-2-New"
"3349",20,2,2,"New","and he ended up smacking himself",NA,NA,NA,"20-2-2-New"
"3350",20,2,2,"New","in in the face with the fist",NA,NA,NA,"20-2-2-New"
"3351",20,2,2,"New","and and thee the rock that it was attached to",NA,NA,NA,"20-2-2-New"
"3352",20,2,2,"New","uh so then he tried uh to surprise him",NA,NA,NA,"20-2-2-New"
"3353",20,2,2,"New","uh from up on top of a of a cliff",NA,NA,NA,"20-2-2-New"
"3354",20,2,2,"New","he had um a heavy anvil",NA,NA,NA,"20-2-2-New"
"3355",20,2,2,"New","and there was a tightrope",NA,NA,NA,"20-2-2-New"
"3356",20,2,2,"New","and he was gonna walk out on the tightrope",NA,NA,NA,"20-2-2-New"
"3357",20,2,2,"New","and drop the anvil down on him",NA,NA,NA,"20-2-2-New"
"3358",20,2,2,"New","but the weight of the anvil made the tightrope",NA,NA,NA,"20-2-2-New"
"3359",20,2,2,"New","drop all the way to the ground",NA,NA,NA,"20-2-2-New"
"3360",20,2,2,"New","so when the roadrunner came by",NA,NA,NA,"20-2-2-New"
"3361",20,2,2,"New","he saw him there",NA,NA,NA,"20-2-2-New"
"3362",20,2,2,"New","and once the coyote saw that it was no no good",NA,NA,NA,"20-2-2-New"
"3363",20,2,2,"New","he threw the anvil to the side",NA,NA,NA,"20-2-2-New"
"3364",20,2,2,"New","but that made him shoot all the way up into the sky",NA,NA,NA,"20-2-2-New"
"3365",20,2,2,"New","uh so then he um he took some pain pills",NA,NA,NA,"20-2-2-New"
"3366",20,2,2,"New","for his way down",NA,NA,NA,"20-2-2-New"
"3367",20,2,2,"New","and uh in the the last scene",NA,NA,NA,"20-2-2-New"
"3368",20,2,2,"New","uh he the coyote chased the roadrunner",NA,NA,NA,"20-2-2-New"
"3369",20,2,2,"New","into um a mine",NA,NA,NA,"20-2-2-New"
"3370",20,2,2,"New","and uh the the mine split",NA,NA,NA,"20-2-2-New"
"3371",20,2,2,"New","in two ways",NA,NA,NA,"20-2-2-New"
"3372",20,2,2,"New","and thee roadrunner went one way",NA,NA,NA,"20-2-2-New"
"3373",20,2,2,"New","and the coyote went the other way",NA,NA,NA,"20-2-2-New"
"3374",20,2,2,"New","uh you know thinking that the c he",NA,"you know",NA,"20-2-2-New"
"3375",20,2,2,"New","that the roadrunner had run that way",NA,NA,NA,"20-2-2-New"
"3376",20,2,2,"New","but he didn’t",NA,NA,NA,"20-2-2-New"
"3377",20,2,2,"New","so once he realized that he went the wrong way",NA,NA,NA,"20-2-2-New"
"3378",20,2,2,"New","hee lit a match so he could see where he was going",NA,NA,NA,"20-2-2-New"
"3379",20,2,2,"New","and then he saw that",NA,NA,NA,"20-2-2-New"
"3380",20,2,2,"New","he was surrounded with TNT dynamite",NA,NA,NA,"20-2-2-New"
"3381",20,2,2,"New","and it ended up blowing up",NA,NA,NA,"20-2-2-New"
"3382",20,2,2,"New","and the smoke from the blast uh s spelled the word YIPPIE",NA,NA,NA,"20-2-2-New"
"3383",20,2,2,"New","that’s it",NA,NA,NA,"20-2-2-New"
"3384",20,3,1,"Old","alright um so th this was the story of",NA,NA,NA,"20-3-1-Old"
"3385",20,3,1,"Old","thee uh roadrunner and coyote",NA,NA,NA,"20-3-1-Old"
"3386",20,3,1,"Old","and um it began with thee um",NA,NA,NA,"20-3-1-Old"
"3387",20,3,1,"Old","the coyote chasing the roadrunner",NA,NA,NA,"20-3-1-Old"
"3388",20,3,1,"Old","with uh a knife and fork",NA,NA,NA,"20-3-1-Old"
"3389",20,3,1,"Old","and trying to get him with with it",NA,NA,NA,"20-3-1-Old"
"3390",20,3,1,"Old","and he he missed",NA,NA,NA,"20-3-1-Old"
"3391",20,3,1,"Old","so then the st the next thing he tried to do",NA,NA,NA,"20-3-1-Old"
"3392",20,3,1,"Old","was to surprise him with a um a f fist",NA,NA,NA,"20-3-1-Old"
"3393",20,3,1,"Old","that he uh had had rigged up",NA,NA,NA,"20-3-1-Old"
"3394",20,3,1,"Old","uh with a rock",NA,NA,NA,"20-3-1-Old"
"3395",20,3,1,"Old","and um it ended up going off",NA,NA,NA,"20-3-1-Old"
"3396",20,3,1,"Old","on the coyote",NA,NA,NA,"20-3-1-Old"
"3397",20,3,1,"Old","before the roadrunner could even come by",NA,NA,NA,"20-3-1-Old"
"3398",20,3,1,"Old","and he ended up hitting himself in the face with it",NA,NA,NA,"20-3-1-Old"
"3399",20,3,1,"Old","um in the next scene",NA,NA,NA,"20-3-1-Old"
"3400",20,3,1,"Old","he tried uh from up high to uh drop an anvil",NA,NA,NA,"20-3-1-Old"
"3401",20,3,1,"Old","on him",NA,NA,NA,"20-3-1-Old"
"3402",20,3,1,"Old","and uh but when he walked out on the tightrope",NA,NA,NA,"20-3-1-Old"
"3403",20,3,1,"Old","before he could get to the middle",NA,NA,NA,"20-3-1-Old"
"3404",20,3,1,"Old","the tightrope sank down",NA,NA,NA,"20-3-1-Old"
"3405",20,3,1,"Old","and um when the roadrunner came by",NA,NA,NA,"20-3-1-Old"
"3406",20,3,1,"Old","he saw that he was down to the ground with him",NA,NA,NA,"20-3-1-Old"
"3407",20,3,1,"Old","so thee uh coyote realized that",NA,NA,NA,"20-3-1-Old"
"3408",20,3,1,"Old","he was no good",NA,NA,NA,"20-3-1-Old"
"3409",20,3,1,"Old","so he throw the anvil down to the ground",NA,NA,NA,"20-3-1-Old"
"3410",20,3,1,"Old","but then he shot all the way up to the sky",NA,NA,NA,"20-3-1-Old"
"3411",20,3,1,"Old","um and on his way down",NA,NA,NA,"20-3-1-Old"
"3412",20,3,1,"Old","he uh took out some uh pain pills",NA,NA,NA,"20-3-1-Old"
"3413",20,3,1,"Old","that he  had",NA,NA,NA,"20-3-1-Old"
"3414",20,3,1,"Old","um the final scene",NA,NA,NA,"20-3-1-Old"
"3415",20,3,1,"Old","was the coyo coyote chasing the um roadrunner",NA,NA,NA,"20-3-1-Old"
"3416",20,3,1,"Old","into a mine",NA,NA,NA,"20-3-1-Old"
"3417",20,3,1,"Old","and the mine went off in two directions",NA,NA,NA,"20-3-1-Old"
"3418",20,3,1,"Old","aand um thee coyote",NA,NA,NA,"20-3-1-Old"
"3419",20,3,1,"Old","the roadrunner went in one direction",NA,NA,NA,"20-3-1-Old"
"3420",20,3,1,"Old","and the coyote went in the other direction",NA,NA,NA,"20-3-1-Old"
"3421",20,3,1,"Old","and when the coyote realized that he went the wrong way",NA,NA,NA,"20-3-1-Old"
"3422",20,3,1,"Old","he uh lit a match so he could see where he was",NA,NA,NA,"20-3-1-Old"
"3423",20,3,1,"Old","and um then he realized that he was surrounded with TNT",NA,NA,NA,"20-3-1-Old"
"3424",20,3,1,"Old","aand the whole thing blew up",NA,NA,NA,"20-3-1-Old"
"3425",20,3,1,"Old","and the smoke spelled uh the word YIPPIE or YIPE",NA,NA,NA,"20-3-1-Old"
"3426",20,3,1,"Old","I don’t know",NA,"I don't know",NA,"20-3-1-Old"
"3427",21,1,1,"New","this one was the coyote aand uh roadrunner",NA,NA,NA,"21-1-1-New"
"3428",21,1,1,"New","and it starts off",NA,NA,NA,"21-1-1-New"
"3429",21,1,1,"New","and roadrunner is running",NA,NA,NA,"21-1-1-New"
"3430",21,1,1,"New","and wile e. coyote is running behind him",NA,NA,NA,"21-1-1-New"
"3431",21,1,1,"New","and then it freezes",NA,NA,NA,"21-1-1-New"
"3432",21,1,1,"New","and it shows um roadrunner like in midair",NA,"like",NA,"21-1-1-New"
"3433",21,1,1,"New","and it says roadrunner",NA,NA,NA,"21-1-1-New"
